Report_Name	Dataset Master Report
Report_ID	DSR
Release	RD1
Exceptions	3040: Partial Data Returned
Reporting_Period	2018-03-01 to 2018-03-31
Created	2018-03-12
Created_By	Dash

Dataset_Title	Publisher	Publisher_ID	Platform	Creators	Publication_Date	Dataset_Version	DOI	Other_ID	URI	YOP	Access_Method	Metric_Type	Country	Reporting_Period_Total	Reporting_Period_Volume
#twitterandnews	UC Riverside	grid.266097.c	Dash	Bergis Jules	2018-03-09		10.6086/D1337P		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1337P	2018	Machine	Total_Dataset_Investigations	DE	3	
#twitterandnews	UC Riverside	grid.266097.c	Dash	Bergis Jules	2018-03-09		10.6086/D1337P		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1337P	2018	Machine	Unique_Dataset_Investigations	DE	3	
#twitterandnews	UC Riverside	grid.266097.c	Dash	Bergis Jules	2018-03-09		10.6086/D1337P		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1337P	2018	Regular	Total_Dataset_Investigations	FR	3	
#twitterandnews	UC Riverside	grid.266097.c	Dash	Bergis Jules	2018-03-09		10.6086/D1337P		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1337P	2018	Regular	Unique_Dataset_Investigations	FR	3	
#twitterandnews	UC Riverside	grid.266097.c	Dash	Bergis Jules	2018-03-09		10.6086/D1337P		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1337P	2018	Regular	Total_Dataset_Investigations	IT	1	
#twitterandnews	UC Riverside	grid.266097.c	Dash	Bergis Jules	2018-03-09		10.6086/D1337P		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1337P	2018	Regular	Unique_Dataset_Investigations	IT	1	
#twitterandnews	UC Riverside	grid.266097.c	Dash	Bergis Jules	2018-03-09		10.6086/D1337P		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1337P	2018	Regular	Total_Dataset_Investigations		1	
#twitterandnews	UC Riverside	grid.266097.c	Dash	Bergis Jules	2018-03-09		10.6086/D1337P		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1337P	2018	Regular	Unique_Dataset_Investigations		1	
#SaveACA	UC Riverside	grid.266097.c	Dash	Bergis Jules	2017-01-14		10.6086/D17P4N		https://dash.ucr.edu/stash/dataset/doi:10.6086/D17P4N	2017	Regular	Total_Dataset_Investigations	US	2	
#SaveACA	UC Riverside	grid.266097.c	Dash	Bergis Jules	2017-01-14		10.6086/D17P4N		https://dash.ucr.edu/stash/dataset/doi:10.6086/D17P4N	2017	Regular	Unique_Dataset_Investigations	US	2	
#DrawingWhileBlack	UC Riverside	grid.266097.c	Dash	Bergis Jules	2017-09-17		10.6086/D1DT02		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1DT02	2017	Regular	Total_Dataset_Investigations	US	2	
#DrawingWhileBlack	UC Riverside	grid.266097.c	Dash	Bergis Jules	2017-09-17		10.6086/D1DT02		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1DT02	2017	Regular	Unique_Dataset_Investigations	US	2	
#MarchForBlackWomen	UC Riverside	grid.266097.c	Dash	Bergis Jules	2017-10-04		10.6086/D14D4Z		https://dash.ucr.edu/stash/dataset/doi:10.6086/D14D4Z	2017	Regular	Total_Dataset_Investigations	US	2	
#MarchForBlackWomen	UC Riverside	grid.266097.c	Dash	Bergis Jules	2017-10-04		10.6086/D14D4Z		https://dash.ucr.edu/stash/dataset/doi:10.6086/D14D4Z	2017	Regular	Unique_Dataset_Investigations	US	2	
#BLMKidnapping	UC Riverside	grid.266097.c	Dash	Bergis Jules	2017-01-06		10.6086/D1CC7X		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1CC7X	2017	Regular	Total_Dataset_Investigations	US	1	
#BLMKidnapping	UC Riverside	grid.266097.c	Dash	Bergis Jules	2017-01-06		10.6086/D1CC7X		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1CC7X	2017	Regular	Unique_Dataset_Investigations	US	1	
#WOCAffirmation	UC Riverside	grid.266097.c	Dash	Bergis Jules	2017-10-14		10.6086/D1TW8H		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1TW8H	2017	Regular	Total_Dataset_Investigations	US	1	
#WOCAffirmation	UC Riverside	grid.266097.c	Dash	Bergis Jules	2017-10-14		10.6086/D1TW8H		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1TW8H	2017	Regular	Unique_Dataset_Investigations	US	1	
"Dataset for ""Stomatal control of leaf fluxes of carbonyl sulfide and CO2 in a Typha freshwater marsh"""	DataONE	tbd	Dash	Wu Sun;Kadmiel Maseyk;Céline Lett;Ulli Seibt	2017-10-15		10.15146/R37T00		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R37T00	2017	Regular	Total_Dataset_Investigations	US	1	
"Dataset for ""Stomatal control of leaf fluxes of carbonyl sulfide and CO2 in a Typha freshwater marsh"""	DataONE	tbd	Dash	Wu Sun;Kadmiel Maseyk;Céline Lett;Ulli Seibt	2017-10-15		10.15146/R37T00		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R37T00	2017	Regular	Unique_Dataset_Investigations	US	1	
Pinniped censuses at Año Nuevo, California, 1967-2017	UC Santa Cruz	grid.205975.c	Dash	Richard Condit;Patricia Morris;Burney Le Boeuf	2017-07-04		10.7291/D1PP47		https://dash.library.ucsc.edu/stash/dataset/doi:10.7291/D1PP47	2017	Regular	Total_Dataset_Investigations	US	1	
Pinniped censuses at Año Nuevo, California, 1967-2017	UC Santa Cruz	grid.205975.c	Dash	Richard Condit;Patricia Morris;Burney Le Boeuf	2017-07-04		10.7291/D1PP47		https://dash.library.ucsc.edu/stash/dataset/doi:10.7291/D1PP47	2017	Regular	Unique_Dataset_Investigations	US	1	
Special Survey of Orange County 2002	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1WC7T		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1WC7T	2014	Regular	Total_Dataset_Investigations	US	1	
Special Survey of Orange County 2002	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1WC7T		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1WC7T	2014	Regular	Unique_Dataset_Investigations	US	1	
Special Survey of Orange County 2002	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1WC7T		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1WC7T	2014	Regular	Total_Dataset_Investigations	FR	1	
Special Survey of Orange County 2002	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1WC7T		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1WC7T	2014	Regular	Unique_Dataset_Investigations	FR	1	
Special Survey of Orange County 2002	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1WC7T		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1WC7T	2014	Regular	Total_Dataset_Investigations	RU	1	
Special Survey of Orange County 2002	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1WC7T		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1WC7T	2014	Regular	Unique_Dataset_Investigations	RU	1	
Gut Microbiota from Multiple Sclerosis patients triggers spontaneous autoimmune encephalomyelitis in mice --16S data--	UC San Francisco	grid.266102.1	Dash	Hartmut Wekerle;Kerstin Berer;Lisa Ann Gerdes;Egle Cekanaviciute;Sherman Jia;Liang Xiao;Zhongkui Xia;Chuan Liu;Luisa Klotz;Uta Stauffer;Sergio Baranzini;Tania Kümpfel;Reinhard Hohlfeld;Gurumoorthy Krishnamoorthy	2017-10-02		10.7272/Q6RX997G		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6RX997G	2017	Regular	Total_Dataset_Investigations	US	2	
Gut Microbiota from Multiple Sclerosis patients triggers spontaneous autoimmune encephalomyelitis in mice --16S data--	UC San Francisco	grid.266102.1	Dash	Hartmut Wekerle;Kerstin Berer;Lisa Ann Gerdes;Egle Cekanaviciute;Sherman Jia;Liang Xiao;Zhongkui Xia;Chuan Liu;Luisa Klotz;Uta Stauffer;Sergio Baranzini;Tania Kümpfel;Reinhard Hohlfeld;Gurumoorthy Krishnamoorthy	2017-10-02		10.7272/Q6RX997G		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6RX997G	2017	Regular	Unique_Dataset_Investigations	US	2	
Gut Microbiota from Multiple Sclerosis patients triggers spontaneous autoimmune encephalomyelitis in mice --16S data--	UC San Francisco	grid.266102.1	Dash	Hartmut Wekerle;Kerstin Berer;Lisa Ann Gerdes;Egle Cekanaviciute;Sherman Jia;Liang Xiao;Zhongkui Xia;Chuan Liu;Luisa Klotz;Uta Stauffer;Sergio Baranzini;Tania Kümpfel;Reinhard Hohlfeld;Gurumoorthy Krishnamoorthy	2017-10-02		10.7272/Q6RX997G		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6RX997G	2017	Regular	Total_Dataset_Investigations	RU	1	
Gut Microbiota from Multiple Sclerosis patients triggers spontaneous autoimmune encephalomyelitis in mice --16S data--	UC San Francisco	grid.266102.1	Dash	Hartmut Wekerle;Kerstin Berer;Lisa Ann Gerdes;Egle Cekanaviciute;Sherman Jia;Liang Xiao;Zhongkui Xia;Chuan Liu;Luisa Klotz;Uta Stauffer;Sergio Baranzini;Tania Kümpfel;Reinhard Hohlfeld;Gurumoorthy Krishnamoorthy	2017-10-02		10.7272/Q6RX997G		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6RX997G	2017	Regular	Unique_Dataset_Investigations	RU	1	
Shock Index for Predicting Adverse Obstetric Hemorrhage Outcome	UC San Francisco	grid.266102.1	Dash	Suellen Miller;Alison El Ayadi	2016-02-01		10.7272/Q6MS3QNX		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6MS3QNX	2016	Regular	Total_Dataset_Investigations	US	2	
Shock Index for Predicting Adverse Obstetric Hemorrhage Outcome	UC San Francisco	grid.266102.1	Dash	Suellen Miller;Alison El Ayadi	2016-02-01		10.7272/Q6MS3QNX		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6MS3QNX	2016	Regular	Unique_Dataset_Investigations	US	2	
Shock Index for Predicting Adverse Obstetric Hemorrhage Outcome	UC San Francisco	grid.266102.1	Dash	Suellen Miller;Alison El Ayadi	2016-02-01		10.7272/Q6MS3QNX		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6MS3QNX	2016	Regular	Total_Dataset_Requests	US	1	124024
Shock Index for Predicting Adverse Obstetric Hemorrhage Outcome	UC San Francisco	grid.266102.1	Dash	Suellen Miller;Alison El Ayadi	2016-02-01		10.7272/Q6MS3QNX		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6MS3QNX	2016	Regular	Unique_Dataset_Requests	US	1	124024
Media coverage of nonsmoker only hiring policies	UC San Francisco	grid.266102.1	Dash	Ruth E. Malone;Patricia A. McDaniel	2015-06-23		10.7272/Q68G8HMP		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q68G8HMP	2015	Regular	Total_Dataset_Investigations	US	2	
Media coverage of nonsmoker only hiring policies	UC San Francisco	grid.266102.1	Dash	Ruth E. Malone;Patricia A. McDaniel	2015-06-23		10.7272/Q68G8HMP		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q68G8HMP	2015	Regular	Unique_Dataset_Investigations	US	2	
Media coverage of nonsmoker only hiring policies	UC San Francisco	grid.266102.1	Dash	Ruth E. Malone;Patricia A. McDaniel	2015-06-23		10.7272/Q68G8HMP		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q68G8HMP	2015	Regular	Total_Dataset_Requests	US	1	64537779
Media coverage of nonsmoker only hiring policies	UC San Francisco	grid.266102.1	Dash	Ruth E. Malone;Patricia A. McDaniel	2015-06-23		10.7272/Q68G8HMP		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q68G8HMP	2015	Regular	Unique_Dataset_Requests	US	1	64537779
Predicting Cognitive Decline	UC San Francisco	grid.266102.1	Dash	Michael W. Weiner	2013-08-22		10.7272/Q6KW5CXV		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6KW5CXV	2012	Regular	Total_Dataset_Investigations	US	1	
Predicting Cognitive Decline	UC San Francisco	grid.266102.1	Dash	Michael W. Weiner	2013-08-22		10.7272/Q6KW5CXV		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6KW5CXV	2012	Regular	Unique_Dataset_Investigations	US	1	
Predicting Cognitive Decline	UC San Francisco	grid.266102.1	Dash	Michael W. Weiner	2013-08-22		10.7272/Q6KW5CXV		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6KW5CXV	2012	Regular	Total_Dataset_Investigations	RU	1	
Predicting Cognitive Decline	UC San Francisco	grid.266102.1	Dash	Michael W. Weiner	2013-08-22		10.7272/Q6KW5CXV		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6KW5CXV	2012	Regular	Unique_Dataset_Investigations	RU	1	
Caltrans PEMS highway sensor average flows by occupancy	UC Davis	grid.27860.3b	Dash	Clark Fitzgerald	2018-02-08		10.25338/B8QC7F		https://dash.ucdavis.edu/stash/dataset/doi:10.25338/B8QC7F	2018	Regular	Total_Dataset_Investigations	JP	1	
Caltrans PEMS highway sensor average flows by occupancy	UC Davis	grid.27860.3b	Dash	Clark Fitzgerald	2018-02-08		10.25338/B8QC7F		https://dash.ucdavis.edu/stash/dataset/doi:10.25338/B8QC7F	2018	Regular	Unique_Dataset_Investigations	JP	1	
Caltrans PEMS highway sensor average flows by occupancy	UC Davis	grid.27860.3b	Dash	Clark Fitzgerald	2018-02-08		10.25338/B8QC7F		https://dash.ucdavis.edu/stash/dataset/doi:10.25338/B8QC7F	2018	Regular	Total_Dataset_Investigations	CN	1	
Caltrans PEMS highway sensor average flows by occupancy	UC Davis	grid.27860.3b	Dash	Clark Fitzgerald	2018-02-08		10.25338/B8QC7F		https://dash.ucdavis.edu/stash/dataset/doi:10.25338/B8QC7F	2018	Regular	Unique_Dataset_Investigations	CN	1	
A microbial survey of the International Space Station (ISS)	UC Davis	grid.27860.3b	Dash	Jonathan Eisen;David Coil;Jenna Lang	2017-12-11		10.25338/B89G6C		https://dash.ucdavis.edu/stash/dataset/doi:10.25338/B89G6C	2017	Regular	Total_Dataset_Investigations	US	1	
A microbial survey of the International Space Station (ISS)	UC Davis	grid.27860.3b	Dash	Jonathan Eisen;David Coil;Jenna Lang	2017-12-11		10.25338/B89G6C		https://dash.ucdavis.edu/stash/dataset/doi:10.25338/B89G6C	2017	Regular	Unique_Dataset_Investigations	US	1	
A microbial survey of the International Space Station (ISS)	UC Davis	grid.27860.3b	Dash	Jonathan Eisen;David Coil;Jenna Lang	2017-12-11		10.25338/B89G6C		https://dash.ucdavis.edu/stash/dataset/doi:10.25338/B89G6C	2017	Regular	Total_Dataset_Investigations	CA	1	
A microbial survey of the International Space Station (ISS)	UC Davis	grid.27860.3b	Dash	Jonathan Eisen;David Coil;Jenna Lang	2017-12-11		10.25338/B89G6C		https://dash.ucdavis.edu/stash/dataset/doi:10.25338/B89G6C	2017	Regular	Unique_Dataset_Investigations	CA	1	
Influence of human disturbance on marine invertebrate biodiversity in Acadia National Park’s rocky intertidal community	DataONE	tbd	Dash	Cassandra Lopez	2017-12-31		10.15146/R3J66V		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3J66V	2017	Regular	Total_Dataset_Investigations	US	3	
Influence of human disturbance on marine invertebrate biodiversity in Acadia National Park’s rocky intertidal community	DataONE	tbd	Dash	Cassandra Lopez	2017-12-31		10.15146/R3J66V		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3J66V	2017	Regular	Unique_Dataset_Investigations	US	2	
Evolutionary Game Theory: Simulations	UC Santa Cruz	grid.205975.c	Dash	Daniel Friedman;Barry Sinervo	2015-11-04		10.7291/D1MW2X		https://dash.library.ucsc.edu/stash/dataset/doi:10.7291/D1MW2X	2015	Regular	Total_Dataset_Investigations	DE	1	
Evolutionary Game Theory: Simulations	UC Santa Cruz	grid.205975.c	Dash	Daniel Friedman;Barry Sinervo	2015-11-04		10.7291/D1MW2X		https://dash.library.ucsc.edu/stash/dataset/doi:10.7291/D1MW2X	2015	Regular	Unique_Dataset_Investigations	DE	1	
Press, Temperature and Humidity April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R38302		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R38302	2014	Regular	Total_Dataset_Investigations	FR	1	
Press, Temperature and Humidity April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R38302		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R38302	2014	Regular	Unique_Dataset_Investigations	FR	1	
Press, Temperature and Humidity April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R38302		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R38302	2014	Regular	Total_Dataset_Investigations	RU	1	
Press, Temperature and Humidity April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R38302		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R38302	2014	Regular	Unique_Dataset_Investigations	RU	1	
Press, Temperature and Humidity April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R30P4Z		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R30P4Z	2014	Regular	Total_Dataset_Investigations	FR	1	
Press, Temperature and Humidity April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R30P4Z		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R30P4Z	2014	Regular	Unique_Dataset_Investigations	FR	1	
Press, Temperature and Humidity April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R30P4Z		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R30P4Z	2014	Regular	Total_Dataset_Investigations	RU	1	
Press, Temperature and Humidity April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R30P4Z		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R30P4Z	2014	Regular	Unique_Dataset_Investigations	RU	1	
Press, Temperature and Humidity August 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3730R		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3730R	2014	Regular	Total_Dataset_Investigations	FR	1	
Press, Temperature and Humidity August 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3730R		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3730R	2014	Regular	Unique_Dataset_Investigations	FR	1	
Press, Temperature and Humidity August 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3730R		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3730R	2014	Regular	Total_Dataset_Investigations	RU	1	
Press, Temperature and Humidity August 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3730R		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3730R	2014	Regular	Unique_Dataset_Investigations	RU	1	
Press, Temperature and Humidity December 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3C01B		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3C01B	2014	Regular	Total_Dataset_Investigations	FR	1	
Press, Temperature and Humidity December 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3C01B		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3C01B	2014	Regular	Unique_Dataset_Investigations	FR	1	
Press, Temperature and Humidity December 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3C01B		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3C01B	2014	Regular	Total_Dataset_Investigations	RU	1	
Press, Temperature and Humidity December 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3C01B		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3C01B	2014	Regular	Unique_Dataset_Investigations	RU	1	
Press, Temperature and Humidity December 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3R30D		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3R30D	2014	Regular	Total_Dataset_Investigations	FR	1	
Press, Temperature and Humidity December 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3R30D		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3R30D	2014	Regular	Unique_Dataset_Investigations	FR	1	
Press, Temperature and Humidity December 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3R30D		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3R30D	2014	Regular	Total_Dataset_Investigations	RU	1	
Press, Temperature and Humidity December 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3R30D		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3R30D	2014	Regular	Unique_Dataset_Investigations	RU	1	
Press, Temperature and Humidity February 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R32G68		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R32G68	2014	Regular	Total_Dataset_Investigations	FR	1	
Press, Temperature and Humidity February 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R32G68		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R32G68	2014	Regular	Unique_Dataset_Investigations	FR	1	
Press, Temperature and Humidity February 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R32G68		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R32G68	2014	Regular	Total_Dataset_Investigations	RU	1	
Press, Temperature and Humidity February 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R32G68		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R32G68	2014	Regular	Unique_Dataset_Investigations	RU	1	
Press, Temperature and Humidity February 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R30K59		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R30K59	2014	Regular	Total_Dataset_Investigations	FR	1	
Press, Temperature and Humidity February 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R30K59		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R30K59	2014	Regular	Unique_Dataset_Investigations	FR	1	
Press, Temperature and Humidity January 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3VS3C		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3VS3C	2014	Regular	Total_Dataset_Investigations	FR	1	
Press, Temperature and Humidity January 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3VS3C		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3VS3C	2014	Regular	Unique_Dataset_Investigations	FR	1	
Press, Temperature and Humidity January 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3VS3C		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3VS3C	2014	Regular	Total_Dataset_Investigations	RU	1	
Press, Temperature and Humidity January 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3VS3C		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3VS3C	2014	Regular	Unique_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1983	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1CC75		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1CC75	2014	Regular	Total_Dataset_Investigations	NL	1	
Annual Survey of Orange County 1983	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1CC75		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1CC75	2014	Regular	Unique_Dataset_Investigations	NL	1	
Annual Survey of Orange County 1983	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1CC75		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1CC75	2014	Regular	Total_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1983	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1CC75		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1CC75	2014	Regular	Unique_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1988	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1QP47		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1QP47	2014	Regular	Total_Dataset_Investigations	FR	1	
Annual Survey of Orange County 1988	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1QP47		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1QP47	2014	Regular	Unique_Dataset_Investigations	FR	1	
Annual Survey of Orange County 1988	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1QP47		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1QP47	2014	Regular	Total_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1988	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1QP47		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1QP47	2014	Regular	Unique_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1989	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1KW29		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1KW29	2014	Regular	Total_Dataset_Investigations	FR	1	
Annual Survey of Orange County 1989	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1KW29		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1KW29	2014	Regular	Unique_Dataset_Investigations	FR	1	
Annual Survey of Orange County 1989	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1KW29		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1KW29	2014	Regular	Total_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1989	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1KW29		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1KW29	2014	Regular	Unique_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1990	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1G59S		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1G59S	2014	Regular	Total_Dataset_Investigations	FR	1	
Annual Survey of Orange County 1990	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1G59S		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1G59S	2014	Regular	Unique_Dataset_Investigations	FR	1	
Annual Survey of Orange County 1990	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1G59S		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1G59S	2014	Regular	Total_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1990	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1G59S		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1G59S	2014	Regular	Unique_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1991	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1BC7V		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1BC7V	2014	Regular	Total_Dataset_Investigations	FR	1	
Annual Survey of Orange County 1991	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1BC7V		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1BC7V	2014	Regular	Unique_Dataset_Investigations	FR	1	
