Report_Name	Dataset Master Report
Report_ID	DSR
Release	RD1
Exceptions	3040: Partial Data Returned
Reporting_Period	2018-03-01 to 2018-03-31
Created	2018-03-12
Created_By	Dash

Dataset_Title	Publisher	Publisher_ID	Platform	Creators	Publication_Date	Dataset_Version	DOI	Other_ID	URI	YOP	Access_Method	Metric_Type	Country	Reporting_Period_Total	Reporting_Period_Volume
Voxel-wise co-analysis of macro- and microstructural brain alteration in Mild Cognitive Impairment and Alzheimer's disease using anatomical and diffusion MRI	UC San Francisco	grid.266102.1	Dash	Valerie Cardenas;Duygu Tosun;Linda Chao;P. Thomas Fletcher;Sarang Joshi;Sarang Joshi;Michael W. Weiner;Norbert Schuff	2013-08-22		10.7272/Q6MW2F2N		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6MW2F2N	2012	Regular	Total_Dataset_Investigations	RU	1	
Voxel-wise co-analysis of macro- and microstructural brain alteration in Mild Cognitive Impairment and Alzheimer's disease using anatomical and diffusion MRI	UC San Francisco	grid.266102.1	Dash	Valerie Cardenas;Duygu Tosun;Linda Chao;P. Thomas Fletcher;Sarang Joshi;Sarang Joshi;Michael W. Weiner;Norbert Schuff	2013-08-22		10.7272/Q6MW2F2N		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6MW2F2N	2012	Regular	Unique_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1998	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1F59G		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1F59G	2014	Regular	Total_Dataset_Investigations	FR	1	
Annual Survey of Orange County 1998	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1F59G		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1F59G	2014	Regular	Unique_Dataset_Investigations	FR	1	
Annual Survey of Orange County 1998	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1F59G		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1F59G	2014	Regular	Total_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1998	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1F59G		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1F59G	2014	Regular	Unique_Dataset_Investigations	RU	1	
Special Survey of Orange County 2001	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1159R		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1159R	2014	Regular	Total_Dataset_Investigations	FR	1	
Special Survey of Orange County 2001	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1159R		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1159R	2014	Regular	Unique_Dataset_Investigations	FR	1	
Special Survey of Orange County 2001	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1159R		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1159R	2014	Regular	Total_Dataset_Investigations	RU	1	
Special Survey of Orange County 2001	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1159R		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1159R	2014	Regular	Unique_Dataset_Investigations	RU	1	
Special Survey of Orange County 2003	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1RP4J		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1RP4J	2014	Regular	Total_Dataset_Investigations	FR	1	
Special Survey of Orange County 2003	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1RP4J		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1RP4J	2014	Regular	Unique_Dataset_Investigations	FR	1	
Special Survey of Orange County 2003	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1RP4J		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1RP4J	2014	Regular	Total_Dataset_Investigations	RU	1	
Special Survey of Orange County 2003	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1RP4J		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1RP4J	2014	Regular	Unique_Dataset_Investigations	RU	1	
Special Survey of Orange County 2004	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1MW2M		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1MW2M	2014	Regular	Total_Dataset_Investigations	FR	1	
Special Survey of Orange County 2004	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1MW2M		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1MW2M	2014	Regular	Unique_Dataset_Investigations	FR	1	
Special Survey of Orange County 2004	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1MW2M		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1MW2M	2014	Regular	Total_Dataset_Investigations	RU	1	
Special Survey of Orange County 2004	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1MW2M		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1MW2M	2014	Regular	Unique_Dataset_Investigations	RU	1	
Special Survey of Orange County 2004	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1MW2M		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1MW2M	2014	Regular	Total_Dataset_Investigations	IL	1	
Special Survey of Orange County 2004	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1MW2M		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1MW2M	2014	Regular	Unique_Dataset_Investigations	IL	1	
Data for analysis of snowmelt timing as a determinant of inflow mixing in Lake Tahoe	UC Davis	grid.27860.3b	Dash	Derek Roberts;Shohei Watanabe;S. Geoffrey Schladow	2018-03-15		10.25338/B8QG63		https://dash.ucdavis.edu/stash/dataset/doi:10.25338/B8QG63	2017	Regular	Total_Dataset_Investigations	US	3	
Data for analysis of snowmelt timing as a determinant of inflow mixing in Lake Tahoe	UC Davis	grid.27860.3b	Dash	Derek Roberts;Shohei Watanabe;S. Geoffrey Schladow	2018-03-15		10.25338/B8QG63		https://dash.ucdavis.edu/stash/dataset/doi:10.25338/B8QG63	2017	Regular	Unique_Dataset_Investigations	US	2	
Geographical Ecology of Dry Forest Tree Communities in the West Indies	UC Riverside	grid.266097.c	Dash	Janet Franklin	2018-01-01		10.6086/D1ZH32		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1ZH32	2017	Regular	Total_Dataset_Investigations	US	3	
Geographical Ecology of Dry Forest Tree Communities in the West Indies	UC Riverside	grid.266097.c	Dash	Janet Franklin	2018-01-01		10.6086/D1ZH32		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1ZH32	2017	Regular	Unique_Dataset_Investigations	US	2	
Geographical Ecology of Dry Forest Tree Communities in the West Indies	UC Riverside	grid.266097.c	Dash	Janet Franklin	2018-01-01		10.6086/D1ZH32		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1ZH32	2017	Regular	Total_Dataset_Investigations	BR	2	
Geographical Ecology of Dry Forest Tree Communities in the West Indies	UC Riverside	grid.266097.c	Dash	Janet Franklin	2018-01-01		10.6086/D1ZH32		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1ZH32	2017	Regular	Unique_Dataset_Investigations	BR	2	
Geographical Ecology of Dry Forest Tree Communities in the West Indies	UC Riverside	grid.266097.c	Dash	Janet Franklin	2018-01-01		10.6086/D1ZH32		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1ZH32	2017	Regular	Total_Dataset_Requests	BR	1	1046583
Geographical Ecology of Dry Forest Tree Communities in the West Indies	UC Riverside	grid.266097.c	Dash	Janet Franklin	2018-01-01		10.6086/D1ZH32		https://dash.ucr.edu/stash/dataset/doi:10.6086/D1ZH32	2017	Regular	Unique_Dataset_Requests	BR	1	1046583
Minimum Depth to Groundwater for Coastal Alameda County	UC Berkeley	grid.47840.3f	Dash	Ellen Plane;Kristina Hill	2017-08-04		10.6078/D1195K		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1195K	2017	Regular	Total_Dataset_Investigations	US	1	
Minimum Depth to Groundwater for Coastal Alameda County	UC Berkeley	grid.47840.3f	Dash	Ellen Plane;Kristina Hill	2017-08-04		10.6078/D1195K		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1195K	2017	Regular	Unique_Dataset_Investigations	US	1	
Researcher Perspectives on the Use and Sharing of Software	UC Berkeley	grid.47840.3f	Dash	Yasmin Alnoamany;John Borghi	2018-03-07		10.6078/D1HM2W		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1HM2W	2018	Regular	Total_Dataset_Investigations	US	3	
Researcher Perspectives on the Use and Sharing of Software	UC Berkeley	grid.47840.3f	Dash	Yasmin Alnoamany;John Borghi	2018-03-07		10.6078/D1HM2W		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1HM2W	2018	Regular	Unique_Dataset_Investigations	US	2	
Researcher Perspectives on the Use and Sharing of Software	UC Berkeley	grid.47840.3f	Dash	Yasmin Alnoamany;John Borghi	2018-03-07		10.6078/D1HM2W		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1HM2W	2018	Regular	Total_Dataset_Investigations	FR	1	
Researcher Perspectives on the Use and Sharing of Software	UC Berkeley	grid.47840.3f	Dash	Yasmin Alnoamany;John Borghi	2018-03-07		10.6078/D1HM2W		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1HM2W	2018	Regular	Unique_Dataset_Investigations	FR	1	
Annual Survey of Orange County 1986	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1059F		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1059F	2014	Regular	Total_Dataset_Investigations	JP	1	
Annual Survey of Orange County 1986	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1059F		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1059F	2014	Regular	Unique_Dataset_Investigations	JP	1	
Annual Survey of Orange County 1986	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1059F		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1059F	2014	Regular	Total_Dataset_Requests	JP	9	3674848
Annual Survey of Orange County 1986	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1059F		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1059F	2014	Regular	Unique_Dataset_Requests	JP	1	408316
Annual Survey of Orange County 1986	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1059F		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1059F	2014	Regular	Total_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1986	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1059F		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1059F	2014	Regular	Unique_Dataset_Investigations	RU	1	
Análise de votos via Weka	DataONE	tbd	Dash	Erick Leite	2017-05-20		10.15146/R36K6J		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R36K6J	2017	Regular	Total_Dataset_Investigations	GB	1	
Análise de votos via Weka	DataONE	tbd	Dash	Erick Leite	2017-05-20		10.15146/R36K6J		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R36K6J	2017	Regular	Unique_Dataset_Investigations	GB	1	
Minimum Depth to Groundwater for the Coastal San Francisco Bay Area	UC Berkeley	grid.47840.3f	Dash	Ellen Plane;Kristina Hill	2017-06-02		10.6078/D1W01Q		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1W01Q	2017	Regular	Total_Dataset_Investigations	US	2	
Minimum Depth to Groundwater for the Coastal San Francisco Bay Area	UC Berkeley	grid.47840.3f	Dash	Ellen Plane;Kristina Hill	2017-06-02		10.6078/D1W01Q		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1W01Q	2017	Regular	Unique_Dataset_Investigations	US	2	
Student Ratings of Teaching by Instructor Gender and Perceived Gender	UC Berkeley	grid.47840.3f	Dash	Lillian MacNell;Adam Driscoll;Andrea Hunt	2015-07-16		10.6078/D1MW2K		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1MW2K	2015	Regular	Total_Dataset_Investigations	US	3	
Student Ratings of Teaching by Instructor Gender and Perceived Gender	UC Berkeley	grid.47840.3f	Dash	Lillian MacNell;Adam Driscoll;Andrea Hunt	2015-07-16		10.6078/D1MW2K		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1MW2K	2015	Regular	Unique_Dataset_Investigations	US	3	
Student Ratings of Teaching by Instructor Gender and Perceived Gender	UC Berkeley	grid.47840.3f	Dash	Lillian MacNell;Adam Driscoll;Andrea Hunt	2015-07-16		10.6078/D1MW2K		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1MW2K	2015	Regular	Total_Dataset_Requests	US	1	34922
Student Ratings of Teaching by Instructor Gender and Perceived Gender	UC Berkeley	grid.47840.3f	Dash	Lillian MacNell;Adam Driscoll;Andrea Hunt	2015-07-16		10.6078/D1MW2K		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1MW2K	2015	Regular	Unique_Dataset_Requests	US	1	34922
Vegetation Change in the Natural Reserve of Orange County	UC Irvine	grid.266093.8	Dash	Katherine Suding;Sara Jo Dickens;Samuel Bedgood	2017-09-29		10.7280/D1808T		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1808T	2017	Regular	Total_Dataset_Investigations	RU	1	
Vegetation Change in the Natural Reserve of Orange County	UC Irvine	grid.266093.8	Dash	Katherine Suding;Sara Jo Dickens;Samuel Bedgood	2017-09-29		10.7280/D1808T		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1808T	2017	Regular	Unique_Dataset_Investigations	RU	1	
Questão 04 - Tarefa 01 - PPGEE Poli USP - Aerosois e Radiometria	DataONE	tbd	Dash	Wesley Barbosa	2017-10-05		10.15146/R3QX0C		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3QX0C	2017	Regular	Total_Dataset_Investigations	RU	1	
Questão 04 - Tarefa 01 - PPGEE Poli USP - Aerosois e Radiometria	DataONE	tbd	Dash	Wesley Barbosa	2017-10-05		10.15146/R3QX0C		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3QX0C	2017	Regular	Unique_Dataset_Investigations	RU	1	
Rain and Hail intensity. April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3W010		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3W010	2014	Regular	Total_Dataset_Investigations	RU	1	
Rain and Hail intensity. April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3W010		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3W010	2014	Regular	Unique_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1982	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1H593		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1H593	2014	Regular	Total_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1982	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1H593		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1H593	2014	Regular	Unique_Dataset_Investigations	RU	1	
Rain and Hail intensity. January 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3MG67		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3MG67	2014	Regular	Total_Dataset_Investigations	RU	1	
Rain and Hail intensity. January 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3MG67		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3MG67	2014	Regular	Unique_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1987	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1VC7H		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1VC7H	2014	Regular	Total_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1987	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1VC7H		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1VC7H	2014	Regular	Unique_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1993	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1301M		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1301M	2014	Regular	Total_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1993	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1301M		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1301M	2014	Regular	Unique_Dataset_Investigations	RU	1	
Frontotemporal Lobar Degeneration (FTLD)	UC San Francisco	grid.266102.1	Dash	Michael W. Weiner	2013-06-20		10.7272/Q62Z13FS		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q62Z13FS	2012	Regular	Total_Dataset_Investigations	RU	1	
Frontotemporal Lobar Degeneration (FTLD)	UC San Francisco	grid.266102.1	Dash	Michael W. Weiner	2013-06-20		10.7272/Q62Z13FS		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q62Z13FS	2012	Regular	Unique_Dataset_Investigations	RU	1	
PhyloSift Markers Database	UC Davis	grid.27860.3b	Dash	Guillaume Jospin	2018-01-04		10.25338/B8F30J		https://dash.ucdavis.edu/stash/dataset/doi:10.25338/B8F30J	2018	Regular	Total_Dataset_Investigations	RU	1	
PhyloSift Markers Database	UC Davis	grid.27860.3b	Dash	Guillaume Jospin	2018-01-04		10.25338/B8F30J		https://dash.ucdavis.edu/stash/dataset/doi:10.25338/B8F30J	2018	Regular	Unique_Dataset_Investigations	RU	1	
Speech Intelligibility for Spectrally Degraded Sentences	UC Irvine	grid.266093.8	Dash	Sierra Broussard;Kourosh Saberi	2017-04-06		10.7280/D1HS31		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1HS31	2017	Regular	Total_Dataset_Investigations	US	1	
Speech Intelligibility for Spectrally Degraded Sentences	UC Irvine	grid.266093.8	Dash	Sierra Broussard;Kourosh Saberi	2017-04-06		10.7280/D1HS31		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1HS31	2017	Regular	Unique_Dataset_Investigations	US	1	
Salmon Creek Organic Geochemistry Chemometric Data	UC Berkeley	grid.47840.3f	Dash	Laurel Larsen;Laurel Larsen;Cleo Woelfle-Erskine	2017-10-04		10.6078/D18H32		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D18H32	2017	Regular	Total_Dataset_Investigations	RU	1	
Salmon Creek Organic Geochemistry Chemometric Data	UC Berkeley	grid.47840.3f	Dash	Laurel Larsen;Laurel Larsen;Cleo Woelfle-Erskine	2017-10-04		10.6078/D18H32		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D18H32	2017	Regular	Unique_Dataset_Investigations	RU	1	
Abu Dhabi Blue Carbon project	DataONE	tbd	Dash	Lisa Schile;J. Boone Kauffman;J. Patrick Megonigal;James Fourqurean;Stephen Crooks	2016-12-10		10.15146/R3K59Z		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3K59Z	2016	Regular	Total_Dataset_Investigations	RU	1	
Abu Dhabi Blue Carbon project	DataONE	tbd	Dash	Lisa Schile;J. Boone Kauffman;J. Patrick Megonigal;James Fourqurean;Stephen Crooks	2016-12-10		10.15146/R3K59Z		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3K59Z	2016	Regular	Unique_Dataset_Investigations	RU	1	
Press, Temperature and Humidity August 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3V01P		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3V01P	2014	Regular	Total_Dataset_Investigations	RU	1	
Press, Temperature and Humidity August 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3V01P		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3V01P	2014	Regular	Unique_Dataset_Investigations	RU	1	
Press, Temperature and Humidity January 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3XS30		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3XS30	2014	Regular	Total_Dataset_Investigations	RU	1	
Press, Temperature and Humidity January 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3XS30		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3XS30	2014	Regular	Unique_Dataset_Investigations	RU	1	
Associations between vascular risk factors, carotid atherosclerosis and cortical volume and thickness in older adults	UC San Francisco	grid.266102.1	Dash	Valerie Cardenas;Bruce Reed;Linda Chao;Helena Chui;Nerses Sanossian;Charles DeCarli;Wendy Mack;Joel Kramer;Howard Hodis;Mingzhu Yan;Michael Buonocore;Owen Carmichael;William J. Jagust;Michael W. Weiner	2013-08-22		10.7272/Q6057CV6		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6057CV6	2012	Regular	Total_Dataset_Investigations	RU	1	
Associations between vascular risk factors, carotid atherosclerosis and cortical volume and thickness in older adults	UC San Francisco	grid.266102.1	Dash	Valerie Cardenas;Bruce Reed;Linda Chao;Helena Chui;Nerses Sanossian;Charles DeCarli;Wendy Mack;Joel Kramer;Howard Hodis;Mingzhu Yan;Michael Buonocore;Owen Carmichael;William J. Jagust;Michael W. Weiner	2013-08-22		10.7272/Q6057CV6		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6057CV6	2012	Regular	Unique_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1985	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D13W2Z		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D13W2Z	2014	Regular	Total_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1985	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D13W2Z		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D13W2Z	2014	Regular	Unique_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1984	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D17P4W		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D17P4W	2014	Regular	Total_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1984	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D17P4W		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D17P4W	2014	Regular	Unique_Dataset_Investigations	RU	1	
Rain and Hail intensity. December 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R31P48		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R31P48	2014	Regular	Total_Dataset_Investigations	RU	1	
Rain and Hail intensity. December 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R31P48		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R31P48	2014	Regular	Unique_Dataset_Investigations	RU	1	
Rain and Hail intensity. January 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3GP49		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3GP49	2014	Regular	Total_Dataset_Investigations	RU	1	
Rain and Hail intensity. January 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3GP49		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3GP49	2014	Regular	Unique_Dataset_Investigations	RU	1	
Academic Libraries and Research Data Services dataset	DataONE	tbd	Dash	Carol Tenopir;Ben Birch;Suzie Allard	2017-01-08		10.15146/R3FG6P		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3FG6P	2017	Regular	Total_Dataset_Investigations	US	1	
Academic Libraries and Research Data Services dataset	DataONE	tbd	Dash	Carol Tenopir;Ben Birch;Suzie Allard	2017-01-08		10.15146/R3FG6P		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3FG6P	2017	Regular	Unique_Dataset_Investigations	US	1	
UCI Libraries' Chatbot Files (ANTswers)	UC Irvine	grid.266093.8	Dash	Danielle Kane	2017-10-10		10.7280/D1P075		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1P075	2017	Regular	Total_Dataset_Investigations	NL	3	
UCI Libraries' Chatbot Files (ANTswers)	UC Irvine	grid.266093.8	Dash	Danielle Kane	2017-10-10		10.7280/D1P075		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1P075	2017	Regular	Unique_Dataset_Investigations	NL	2	
UCI Libraries' Chatbot Files (ANTswers)	UC Irvine	grid.266093.8	Dash	Danielle Kane	2017-10-10		10.7280/D1P075		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1P075	2017	Regular	Total_Dataset_Investigations	IN	1	
UCI Libraries' Chatbot Files (ANTswers)	UC Irvine	grid.266093.8	Dash	Danielle Kane	2017-10-10		10.7280/D1P075		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1P075	2017	Regular	Unique_Dataset_Investigations	IN	1	
WDS2	DataONE	tbd	Dash	Daniel Lins da Silva;André Batista;Pedro Correa	2017-05-12		10.15146/R3VC84		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3VC84	2017	Regular	Total_Dataset_Requests	BR	1	33064773
WDS2	DataONE	tbd	Dash	Daniel Lins da Silva;André Batista;Pedro Correa	2017-05-12		10.15146/R3VC84		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3VC84	2017	Regular	Unique_Dataset_Requests	BR	1	33064773
